filter_id	lambda_eff	zp_v	mag_fromVega_toST	mag_fromVega_toAB
ISON-TO.K-800.CCD.Johnson.R	7606.15	2935.65	notfound	0.190278
ISON-TO.K-800.CCD.Johnson.I	8232.9	2347.46	notfound	0.431372
ISON-TO.K-800.CCD.Cousins.Rc	6406.41	3002.3	notfound	0.117
ISON-TO.K-800.CCD.Cousins.Ic	7590.5	2387.34	notfound	0.342
ISON-TO.K-800.CCD.SDSS.up	3542.86	1636.26	notfound	0.9
ISON-TO.K-800.CCD.SDSS.u	3579.22	1627.99	notfound	0.9
ISON-TO.K-800.CCD.SDSS.gp	4747.03	3812.91	notfound	-0.125
ISON-TO.K-800.CCD.SDSS.g	3794.76	1572.35	notfound	-0.125
ISON-TO.K-800.CCD.SDSS.rp	6208.2	3149.8	notfound	0.119
ISON-TO.K-800.CCD.SDSS.r	6290.02	3093.32	notfound	0.119
ISON-TO.K-800.CCD.SDSS.ip	7629.65	2579.1	notfound	0.332
ISON-TO.K-800.CCD.SDSS.i	7635.1	2646.91	notfound	0.332
ISON-TO.K-800.CCD.SDSS.zp	9345.61	2129.91	notfound	0.494
ISON-TO.K-800.CCD.SDSS.z	7956.03	2612.4	notfound	0.494
ISON-TO.K-800.CCD.None.J	12355.3	1584.51	notfound	0.866
ISON-TO.K-800.CCD.None.H	16311.9	1029.64	notfound	1.337
ISON-TO.K-800.CCD.None.K	21785.2	648.74	4.802	1.815
ISON-TO.K-800.CCD.None.Kp	21176	679.886	4.802	1.815
ISON-TO.K-800.CCD.None.Ks	21436.5	670.881	4.802	1.815
ISON-TO.K-800.CCD.None.Y	9965.42	2213.12	notfound	0.634
ISON-TO.K-800.CCD.None.Z	9081.06	2329.21	1.526	0.489
ISON-TO.K-800.CCD.None.w	3919.93	2391.57	notfound	0.8
ISON-TO.K-800.CCD.None.white	3919.93	2391.57	notfound	0.8
"USNO.Strand(1,55m).ASTROCAM.Johnson.U"	3630.98	1780.3	notfound	0.800527
"USNO.Strand(1,55m).ASTROCAM.Johnson.B"	4357.24	3897.71	notfound	-0.107512
"USNO.Strand(1,55m).ASTROCAM.Johnson.V"	5339.32	3562	notfound	0.006521
"USNO.Strand(1,55m).ASTROCAM.Johnson.R"	7606.15	2935.65	notfound	0.190278
"USNO.Strand(1,55m).ASTROCAM.Johnson.I"	8232.9	2347.46	notfound	0.431372
"USNO.Strand(1,55m).ASTROCAM.Cousins.Rc"	6406.41	3002.3	notfound	0.117
"USNO.Strand(1,55m).ASTROCAM.Cousins.Ic"	7590.5	2387.34	notfound	0.342
"USNO.Strand(1,55m).ASTROCAM.SDSS.up"	3542.86	1636.26	notfound	0.9
"USNO.Strand(1,55m).ASTROCAM.SDSS.u"	3579.22	1627.99	notfound	0.9
"USNO.Strand(1,55m).ASTROCAM.SDSS.gp"	4747.03	3812.91	notfound	-0.125
"USNO.Strand(1,55m).ASTROCAM.SDSS.g"	3794.76	1572.35	notfound	-0.125
"USNO.Strand(1,55m).ASTROCAM.SDSS.rp"	6208.2	3149.8	notfound	0.119
"USNO.Strand(1,55m).ASTROCAM.SDSS.r"	6290.02	3093.32	notfound	0.119
"USNO.Strand(1,55m).ASTROCAM.SDSS.ip"	7629.65	2579.1	notfound	0.332
"USNO.Strand(1,55m).ASTROCAM.SDSS.i"	7635.1	2646.91	notfound	0.332
"USNO.Strand(1,55m).ASTROCAM.SDSS.zp"	9345.61	2129.91	notfound	0.494
"USNO.Strand(1,55m).ASTROCAM.SDSS.z"	7956.03	2612.4	notfound	0.494
"USNO.Strand(1,55m).ASTROCAM.None.J"	12355.3	1584.51	notfound	0.866
"USNO.Strand(1,55m).ASTROCAM.None.H"	16311.9	1029.64	notfound	1.337
"USNO.Strand(1,55m).ASTROCAM.None.K"	21785.2	648.74	4.802	1.815
"USNO.Strand(1,55m).ASTROCAM.None.Kp"	21176	679.886	4.802	1.815
"USNO.Strand(1,55m).ASTROCAM.None.Ks"	21436.5	670.881	4.802	1.815
"USNO.Strand(1,55m).ASTROCAM.None.Y"	9965.42	2213.12	notfound	0.634
"USNO.Strand(1,55m).ASTROCAM.None.Z"	9081.06	2329.21	1.526	0.489
"USNO.Strand(1,55m).ASTROCAM.None.w"	3919.93	2391.57	notfound	0.8
"USNO.Strand(1,55m).ASTROCAM.None.white"	3919.93	2391.57	notfound	0.8
"Tenagra.0,81m.SITe1k.Johnson.U"	3630.98	1780.3	notfound	0.800527
"Tenagra.0,81m.SITe1k.Johnson.B"	4357.24	3897.71	notfound	-0.107512
"Tenagra.0,81m.SITe1k.Johnson.V"	5339.32	3562	notfound	0.006521
"Tenagra.0,81m.SITe1k.Johnson.R"	7606.15	2935.65	notfound	0.190278
"Tenagra.0,81m.SITe1k.Johnson.I"	8232.9	2347.46	notfound	0.431372
"Tenagra.0,81m.SITe1k.Cousins.Rc"	6406.41	3002.3	notfound	0.117
"Tenagra.0,81m.SITe1k.Cousins.Ic"	7590.5	2387.34	notfound	0.342
"Tenagra.0,81m.SITe1k.SDSS.up"	3542.86	1636.26	notfound	0.9
"Tenagra.0,81m.SITe1k.SDSS.u"	3579.22	1627.99	notfound	0.9
"Tenagra.0,81m.SITe1k.SDSS.gp"	4747.03	3812.91	notfound	-0.125
"Tenagra.0,81m.SITe1k.SDSS.g"	3794.76	1572.35	notfound	-0.125
"Tenagra.0,81m.SITe1k.SDSS.rp"	6208.2	3149.8	notfound	0.119
"Tenagra.0,81m.SITe1k.SDSS.r"	6290.02	3093.32	notfound	0.119
"Tenagra.0,81m.SITe1k.SDSS.ip"	7629.65	2579.1	notfound	0.332
"Tenagra.0,81m.SITe1k.SDSS.i"	7635.1	2646.91	notfound	0.332
"Tenagra.0,81m.SITe1k.SDSS.zp"	9345.61	2129.91	notfound	0.494
"Tenagra.0,81m.SITe1k.SDSS.z"	7956.03	2612.4	notfound	0.494
"Tenagra.0,81m.SITe1k.None.J"	12355.3	1584.51	notfound	0.866
"Tenagra.0,81m.SITe1k.None.H"	16311.9	1029.64	notfound	1.337
"Tenagra.0,81m.SITe1k.None.K"	21785.2	648.74	4.802	1.815
"Tenagra.0,81m.SITe1k.None.Kp"	21176	679.886	4.802	1.815
"Tenagra.0,81m.SITe1k.None.Ks"	21436.5	670.881	4.802	1.815
"Tenagra.0,81m.SITe1k.None.Y"	9965.42	2213.12	notfound	0.634
"Tenagra.0,81m.SITe1k.None.Z"	9081.06	2329.21	1.526	0.489
"Tenagra.0,81m.SITe1k.None.w"	3919.93	2391.57	notfound	0.8
"Tenagra.0,81m.SITe1k.None.white"	3919.93	2391.57	notfound	0.8
SSO.iTelescope32.SBIG-STL-11000M.Johnson.U	3630.98	1780.3	notfound	0.800527
SSO.iTelescope32.SBIG-STL-11000M.Johnson.B	4357.24	3897.71	notfound	-0.107512
SSO.iTelescope32.SBIG-STL-11000M.Johnson.V	5339.32	3562	notfound	0.006521
SSO.iTelescope32.SBIG-STL-11000M.Johnson.R	7606.15	2935.65	notfound	0.190278
SSO.iTelescope32.SBIG-STL-11000M.Johnson.I	8232.9	2347.46	notfound	0.431372
SSO.iTelescope32.SBIG-STL-11000M.Cousins.Rc	6406.41	3002.3	notfound	0.117
SSO.iTelescope32.SBIG-STL-11000M.Cousins.Ic	7590.5	2387.34	notfound	0.342
SSO.iTelescope32.SBIG-STL-11000M.SDSS.up	3542.86	1636.26	notfound	0.9
SSO.iTelescope32.SBIG-STL-11000M.SDSS.u	3579.22	1627.99	notfound	0.9
SSO.iTelescope32.SBIG-STL-11000M.SDSS.gp	4747.03	3812.91	notfound	-0.125
SSO.iTelescope32.SBIG-STL-11000M.SDSS.g	3794.76	1572.35	notfound	-0.125
SSO.iTelescope32.SBIG-STL-11000M.SDSS.rp	6208.2	3149.8	notfound	0.119
SSO.iTelescope32.SBIG-STL-11000M.SDSS.r	6290.02	3093.32	notfound	0.119
SSO.iTelescope32.SBIG-STL-11000M.SDSS.ip	7629.65	2579.1	notfound	0.332
SSO.iTelescope32.SBIG-STL-11000M.SDSS.i	7635.1	2646.91	notfound	0.332
SSO.iTelescope32.SBIG-STL-11000M.SDSS.zp	9345.61	2129.91	notfound	0.494
SSO.iTelescope32.SBIG-STL-11000M.SDSS.z	7956.03	2612.4	notfound	0.494
SSO.iTelescope32.SBIG-STL-11000M.None.J	12355.3	1584.51	notfound	0.866
SSO.iTelescope32.SBIG-STL-11000M.None.H	16311.9	1029.64	notfound	1.337
SSO.iTelescope32.SBIG-STL-11000M.None.K	21785.2	648.74	4.802	1.815
SSO.iTelescope32.SBIG-STL-11000M.None.Kp	21176	679.886	4.802	1.815
SSO.iTelescope32.SBIG-STL-11000M.None.Ks	21436.5	670.881	4.802	1.815
SSO.iTelescope32.SBIG-STL-11000M.None.Y	9965.42	2213.12	notfound	0.634
SSO.iTelescope32.SBIG-STL-11000M.None.Z	9081.06	2329.21	1.526	0.489
SSO.iTelescope32.SBIG-STL-11000M.None.w	3919.93	2391.57	notfound	0.8
SSO.iTelescope32.SBIG-STL-11000M.None.white	3919.93	2391.57	notfound	0.8
SAAO.LCOGT-SAAO(3X1m).SpectralCamera.Johnson.U	3630.98	1780.3	notfound	0.800527
SAAO.LCOGT-SAAO(3X1m).SpectralCamera.Johnson.B	4357.24	3897.71	notfound	-0.107512
SAAO.LCOGT-SAAO(3X1m).SpectralCamera.Johnson.V	5339.32	3562	notfound	0.006521
SAAO.LCOGT-SAAO(3X1m).SpectralCamera.Johnson.R	7606.15	2935.65	notfound	0.190278
SAAO.LCOGT-SAAO(3X1m).SpectralCamera.Johnson.I	8232.9	2347.46	notfound	0.431372
SAAO.LCOGT-SAAO(3X1m).SpectralCamera.Cousins.Rc	6406.41	3002.3	notfound	0.117
SAAO.LCOGT-SAAO(3X1m).SpectralCamera.Cousins.Ic	7590.5	2387.34	notfound	0.342
SAAO.LCOGT-SAAO(3X1m).SpectralCamera.SDSS.up	3542.86	1636.26	notfound	0.9
SAAO.LCOGT-SAAO(3X1m).SpectralCamera.SDSS.u	3579.22	1627.99	notfound	0.9
SAAO.LCOGT-SAAO(3X1m).SpectralCamera.SDSS.gp	4747.03	3812.91	notfound	-0.125
SAAO.LCOGT-SAAO(3X1m).SpectralCamera.SDSS.g	3794.76	1572.35	notfound	-0.125
SAAO.LCOGT-SAAO(3X1m).SpectralCamera.SDSS.rp	6208.2	3149.8	notfound	0.119
SAAO.LCOGT-SAAO(3X1m).SpectralCamera.SDSS.r	6290.02	3093.32	notfound	0.119
SAAO.LCOGT-SAAO(3X1m).SpectralCamera.SDSS.ip	7629.65	2579.1	notfound	0.332
SAAO.LCOGT-SAAO(3X1m).SpectralCamera.SDSS.i	7635.1	2646.91	notfound	0.332
SAAO.LCOGT-SAAO(3X1m).SpectralCamera.SDSS.zp	9345.61	2129.91	notfound	0.494
SAAO.LCOGT-SAAO(3X1m).SpectralCamera.SDSS.z	7956.03	2612.4	notfound	0.494
SAAO.LCOGT-SAAO(3X1m).SpectralCamera.None.J	12355.3	1584.51	notfound	0.866
SAAO.LCOGT-SAAO(3X1m).SpectralCamera.None.H	16311.9	1029.64	notfound	1.337
SAAO.LCOGT-SAAO(3X1m).SpectralCamera.None.K	21785.2	648.74	4.802	1.815
SAAO.LCOGT-SAAO(3X1m).SpectralCamera.None.Kp	21176	679.886	4.802	1.815
SAAO.LCOGT-SAAO(3X1m).SpectralCamera.None.Ks	21436.5	670.881	4.802	1.815
SAAO.LCOGT-SAAO(3X1m).SpectralCamera.None.Y	9965.42	2213.12	notfound	0.634
SAAO.LCOGT-SAAO(3X1m).SpectralCamera.None.Z	9081.06	2329.21	1.526	0.489
SAAO.LCOGT-SAAO(3X1m).SpectralCamera.None.w	3919.93	2391.57	notfound	0.8
SAAO.LCOGT-SAAO(3X1m).SpectralCamera.None.white	3919.93	2391.57	notfound	0.8
NL.BOOTES-3-YA(60cm).EMCCD.Johnson.U	3630.98	1780.3	notfound	0.800527
NL.BOOTES-3-YA(60cm).EMCCD.Johnson.B	4357.24	3897.71	notfound	-0.107512
NL.BOOTES-3-YA(60cm).EMCCD.Johnson.V	5339.32	3562	notfound	0.006521
NL.BOOTES-3-YA(60cm).EMCCD.Johnson.R	7606.15	2935.65	notfound	0.190278
NL.BOOTES-3-YA(60cm).EMCCD.Johnson.I	8232.9	2347.46	notfound	0.431372
NL.BOOTES-3-YA(60cm).EMCCD.Cousins.Rc	6406.41	3002.3	notfound	0.117
NL.BOOTES-3-YA(60cm).EMCCD.Cousins.Ic	7590.5	2387.34	notfound	0.342
NL.BOOTES-3-YA(60cm).EMCCD.SDSS.up	3542.86	1636.26	notfound	0.9
NL.BOOTES-3-YA(60cm).EMCCD.SDSS.u	3579.22	1627.99	notfound	0.9
NL.BOOTES-3-YA(60cm).EMCCD.SDSS.gp	4747.03	3812.91	notfound	-0.125
NL.BOOTES-3-YA(60cm).EMCCD.SDSS.g	3794.76	1572.35	notfound	-0.125
NL.BOOTES-3-YA(60cm).EMCCD.SDSS.rp	6208.2	3149.8	notfound	0.119
NL.BOOTES-3-YA(60cm).EMCCD.SDSS.r	6290.02	3093.32	notfound	0.119
NL.BOOTES-3-YA(60cm).EMCCD.SDSS.ip	7629.65	2579.1	notfound	0.332
NL.BOOTES-3-YA(60cm).EMCCD.SDSS.i	7635.1	2646.91	notfound	0.332
NL.BOOTES-3-YA(60cm).EMCCD.SDSS.zp	9345.61	2129.91	notfound	0.494
NL.BOOTES-3-YA(60cm).EMCCD.SDSS.z	7956.03	2612.4	notfound	0.494
NL.BOOTES-3-YA(60cm).EMCCD.None.J	12355.3	1584.51	notfound	0.866
NL.BOOTES-3-YA(60cm).EMCCD.None.H	16311.9	1029.64	notfound	1.337
NL.BOOTES-3-YA(60cm).EMCCD.None.K	21785.2	648.74	4.802	1.815
NL.BOOTES-3-YA(60cm).EMCCD.None.Kp	21176	679.886	4.802	1.815
NL.BOOTES-3-YA(60cm).EMCCD.None.Ks	21436.5	670.881	4.802	1.815
NL.BOOTES-3-YA(60cm).EMCCD.None.Y	9965.42	2213.12	notfound	0.634
NL.BOOTES-3-YA(60cm).EMCCD.None.Z	9081.06	2329.21	1.526	0.489
NL.BOOTES-3-YA(60cm).EMCCD.None.w	3919.93	2391.57	notfound	0.8
NL.BOOTES-3-YA(60cm).EMCCD.None.white	3919.93	2391.57	notfound	0.8
LLNP.LOTIS(4x11cm).Loral442.Johnson.U	3630.98	1780.3	notfound	0.800527
LLNP.LOTIS(4x11cm).Loral442.Johnson.B	4357.24	3897.71	notfound	-0.107512
LLNP.LOTIS(4x11cm).Loral442.Johnson.V	5339.32	3562	notfound	0.006521
LLNP.LOTIS(4x11cm).Loral442.Johnson.R	7606.15	2935.65	notfound	0.190278
LLNP.LOTIS(4x11cm).Loral442.Johnson.I	8232.9	2347.46	notfound	0.431372
LLNP.LOTIS(4x11cm).Loral442.Cousins.Rc	6406.41	3002.3	notfound	0.117
LLNP.LOTIS(4x11cm).Loral442.Cousins.Ic	7590.5	2387.34	notfound	0.342
LLNP.LOTIS(4x11cm).Loral442.SDSS.up	3542.86	1636.26	notfound	0.9
LLNP.LOTIS(4x11cm).Loral442.SDSS.u	3579.22	1627.99	notfound	0.9
LLNP.LOTIS(4x11cm).Loral442.SDSS.gp	4747.03	3812.91	notfound	-0.125
LLNP.LOTIS(4x11cm).Loral442.SDSS.g	3794.76	1572.35	notfound	-0.125
LLNP.LOTIS(4x11cm).Loral442.SDSS.rp	6208.2	3149.8	notfound	0.119
LLNP.LOTIS(4x11cm).Loral442.SDSS.r	6290.02	3093.32	notfound	0.119
LLNP.LOTIS(4x11cm).Loral442.SDSS.ip	7629.65	2579.1	notfound	0.332
LLNP.LOTIS(4x11cm).Loral442.SDSS.i	7635.1	2646.91	notfound	0.332
LLNP.LOTIS(4x11cm).Loral442.SDSS.zp	9345.61	2129.91	notfound	0.494
LLNP.LOTIS(4x11cm).Loral442.SDSS.z	7956.03	2612.4	notfound	0.494
LLNP.LOTIS(4x11cm).Loral442.None.J	12355.3	1584.51	notfound	0.866
LLNP.LOTIS(4x11cm).Loral442.None.H	16311.9	1029.64	notfound	1.337
LLNP.LOTIS(4x11cm).Loral442.None.K	21785.2	648.74	4.802	1.815
LLNP.LOTIS(4x11cm).Loral442.None.Kp	21176	679.886	4.802	1.815
LLNP.LOTIS(4x11cm).Loral442.None.Ks	21436.5	670.881	4.802	1.815
LLNP.LOTIS(4x11cm).Loral442.None.Y	9965.42	2213.12	notfound	0.634
LLNP.LOTIS(4x11cm).Loral442.None.Z	9081.06	2329.21	1.526	0.489
LLNP.LOTIS(4x11cm).Loral442.None.w	3919.93	2391.57	notfound	0.8
LLNP.LOTIS(4x11cm).Loral442.None.white	3919.93	2391.57	notfound	0.8
Konkoly.60-90cm.ApogeeAltaU16.Johnson.U	3630.98	1780.3	notfound	0.800527
Konkoly.60-90cm.ApogeeAltaU16.Johnson.B	4357.24	3897.71	notfound	-0.107512
Konkoly.60-90cm.ApogeeAltaU16.Johnson.V	5339.32	3562	notfound	0.006521
Konkoly.60-90cm.ApogeeAltaU16.Johnson.R	7606.15	2935.65	notfound	0.190278
Konkoly.60-90cm.ApogeeAltaU16.Johnson.I	8232.9	2347.46	notfound	0.431372
Konkoly.60-90cm.ApogeeAltaU16.Cousins.Rc	6406.41	3002.3	notfound	0.117
Konkoly.60-90cm.ApogeeAltaU16.Cousins.Ic	7590.5	2387.34	notfound	0.342
Konkoly.60-90cm.ApogeeAltaU16.SDSS.up	3542.86	1636.26	notfound	0.9
Konkoly.60-90cm.ApogeeAltaU16.SDSS.u	3579.22	1627.99	notfound	0.9
Konkoly.60-90cm.ApogeeAltaU16.SDSS.gp	4747.03	3812.91	notfound	-0.125
Konkoly.60-90cm.ApogeeAltaU16.SDSS.g	3794.76	1572.35	notfound	-0.125
Konkoly.60-90cm.ApogeeAltaU16.SDSS.rp	6208.2	3149.8	notfound	0.119
Konkoly.60-90cm.ApogeeAltaU16.SDSS.r	6290.02	3093.32	notfound	0.119
Konkoly.60-90cm.ApogeeAltaU16.SDSS.ip	7629.65	2579.1	notfound	0.332
Konkoly.60-90cm.ApogeeAltaU16.SDSS.i	7635.1	2646.91	notfound	0.332
Konkoly.60-90cm.ApogeeAltaU16.SDSS.zp	9345.61	2129.91	notfound	0.494
Konkoly.60-90cm.ApogeeAltaU16.SDSS.z	7956.03	2612.4	notfound	0.494
Konkoly.60-90cm.ApogeeAltaU16.None.J	12355.3	1584.51	notfound	0.866
Konkoly.60-90cm.ApogeeAltaU16.None.H	16311.9	1029.64	notfound	1.337
Konkoly.60-90cm.ApogeeAltaU16.None.K	21785.2	648.74	4.802	1.815
Konkoly.60-90cm.ApogeeAltaU16.None.Kp	21176	679.886	4.802	1.815
Konkoly.60-90cm.ApogeeAltaU16.None.Ks	21436.5	670.881	4.802	1.815
Konkoly.60-90cm.ApogeeAltaU16.None.Y	9965.42	2213.12	notfound	0.634
Konkoly.60-90cm.ApogeeAltaU16.None.Z	9081.06	2329.21	1.526	0.489
Konkoly.60-90cm.ApogeeAltaU16.None.w	3919.93	2391.57	notfound	0.8
Konkoly.60-90cm.ApogeeAltaU16.None.white	3919.93	2391.57	notfound	0.8
ISON-Kislovodsk.HGB-500.CCD.Johnson.U	3630.98	1780.3	notfound	0.800527
ISON-Kislovodsk.HGB-500.CCD.Johnson.B	4357.24	3897.71	notfound	-0.107512
ISON-Kislovodsk.HGB-500.CCD.Johnson.V	5339.32	3562	notfound	0.006521
ISON-Kislovodsk.HGB-500.CCD.Johnson.R	7606.15	2935.65	notfound	0.190278
ISON-Kislovodsk.HGB-500.CCD.Johnson.I	8232.9	2347.46	notfound	0.431372
ISON-Kislovodsk.HGB-500.CCD.Cousins.Rc	6406.41	3002.3	notfound	0.117
ISON-Kislovodsk.HGB-500.CCD.Cousins.Ic	7590.5	2387.34	notfound	0.342
ISON-Kislovodsk.HGB-500.CCD.SDSS.up	3542.86	1636.26	notfound	0.9
ISON-Kislovodsk.HGB-500.CCD.SDSS.u	3579.22	1627.99	notfound	0.9
ISON-Kislovodsk.HGB-500.CCD.SDSS.gp	4747.03	3812.91	notfound	-0.125
ISON-Kislovodsk.HGB-500.CCD.SDSS.g	3794.76	1572.35	notfound	-0.125
ISON-Kislovodsk.HGB-500.CCD.SDSS.rp	6208.2	3149.8	notfound	0.119
ISON-Kislovodsk.HGB-500.CCD.SDSS.r	6290.02	3093.32	notfound	0.119
ISON-Kislovodsk.HGB-500.CCD.SDSS.ip	7629.65	2579.1	notfound	0.332
ISON-Kislovodsk.HGB-500.CCD.SDSS.i	7635.1	2646.91	notfound	0.332
ISON-Kislovodsk.HGB-500.CCD.SDSS.zp	9345.61	2129.91	notfound	0.494
ISON-Kislovodsk.HGB-500.CCD.SDSS.z	7956.03	2612.4	notfound	0.494
ISON-Kislovodsk.HGB-500.CCD.None.J	12355.3	1584.51	notfound	0.866
ISON-Kislovodsk.HGB-500.CCD.None.H	16311.9	1029.64	notfound	1.337
ISON-Kislovodsk.HGB-500.CCD.None.K	21785.2	648.74	4.802	1.815
ISON-Kislovodsk.HGB-500.CCD.None.Kp	21176	679.886	4.802	1.815
ISON-Kislovodsk.HGB-500.CCD.None.Ks	21436.5	670.881	4.802	1.815
ISON-Kislovodsk.HGB-500.CCD.None.Y	9965.42	2213.12	notfound	0.634
ISON-Kislovodsk.HGB-500.CCD.None.Z	9081.06	2329.21	1.526	0.489
ISON-Kislovodsk.HGB-500.CCD.None.w	3919.93	2391.57	notfound	0.8
ISON-Kislovodsk.HGB-500.CCD.None.white	3919.93	2391.57	notfound	0.8
ISON-Kislovodsk.SANTEL-400.CCD.Johnson.U	3630.98	1780.3	notfound	0.800527
ISON-Kislovodsk.SANTEL-400.CCD.Johnson.B	4357.24	3897.71	notfound	-0.107512
ISON-Kislovodsk.SANTEL-400.CCD.Johnson.V	5339.32	3562	notfound	0.006521
ISON-Kislovodsk.SANTEL-400.CCD.Johnson.R	7606.15	2935.65	notfound	0.190278
ISON-Kislovodsk.SANTEL-400.CCD.Johnson.I	8232.9	2347.46	notfound	0.431372
ISON-Kislovodsk.SANTEL-400.CCD.Cousins.Rc	6406.41	3002.3	notfound	0.117
ISON-Kislovodsk.SANTEL-400.CCD.Cousins.Ic	7590.5	2387.34	notfound	0.342
ISON-Kislovodsk.SANTEL-400.CCD.SDSS.up	3542.86	1636.26	notfound	0.9
ISON-Kislovodsk.SANTEL-400.CCD.SDSS.u	3579.22	1627.99	notfound	0.9
ISON-Kislovodsk.SANTEL-400.CCD.SDSS.gp	4747.03	3812.91	notfound	-0.125
ISON-Kislovodsk.SANTEL-400.CCD.SDSS.g	3794.76	1572.35	notfound	-0.125
ISON-Kislovodsk.SANTEL-400.CCD.SDSS.rp	6208.2	3149.8	notfound	0.119
ISON-Kislovodsk.SANTEL-400.CCD.SDSS.r	6290.02	3093.32	notfound	0.119
ISON-Kislovodsk.SANTEL-400.CCD.SDSS.ip	7629.65	2579.1	notfound	0.332
ISON-Kislovodsk.SANTEL-400.CCD.SDSS.i	7635.1	2646.91	notfound	0.332
ISON-Kislovodsk.SANTEL-400.CCD.SDSS.zp	9345.61	2129.91	notfound	0.494
ISON-Kislovodsk.SANTEL-400.CCD.SDSS.z	7956.03	2612.4	notfound	0.494
ISON-Kislovodsk.SANTEL-400.CCD.None.J	12355.3	1584.51	notfound	0.866
ISON-Kislovodsk.SANTEL-400.CCD.None.H	16311.9	1029.64	notfound	1.337
ISON-Kislovodsk.SANTEL-400.CCD.None.K	21785.2	648.74	4.802	1.815
ISON-Kislovodsk.SANTEL-400.CCD.None.Kp	21176	679.886	4.802	1.815
ISON-Kislovodsk.SANTEL-400.CCD.None.Ks	21436.5	670.881	4.802	1.815
ISON-Kislovodsk.SANTEL-400.CCD.None.Y	9965.42	2213.12	notfound	0.634
ISON-Kislovodsk.SANTEL-400.CCD.None.Z	9081.06	2329.21	1.526	0.489
ISON-Kislovodsk.SANTEL-400.CCD.None.w	3919.93	2391.57	notfound	0.8
ISON-Kislovodsk.SANTEL-400.CCD.None.white	3919.93	2391.57	notfound	0.8
AKO.MASTER-Vostrykovo.Apogee-ALTA-U16M.Johnson.U	3630.98	1780.3	notfound	0.800527
AKO.MASTER-Vostrykovo.Apogee-ALTA-U16M.Johnson.B	4357.24	3897.71	notfound	-0.107512
AKO.MASTER-Vostrykovo.Apogee-ALTA-U16M.Johnson.V	5339.32	3562	notfound	0.006521
AKO.MASTER-Vostrykovo.Apogee-ALTA-U16M.Johnson.R	7606.15	2935.65	notfound	0.190278
AKO.MASTER-Vostrykovo.Apogee-ALTA-U16M.Johnson.I	8232.9	2347.46	notfound	0.431372
AKO.MASTER-Vostrykovo.Apogee-ALTA-U16M.Cousins.Rc	6406.41	3002.3	notfound	0.117
AKO.MASTER-Vostrykovo.Apogee-ALTA-U16M.Cousins.Ic	7590.5	2387.34	notfound	0.342
AKO.MASTER-Vostrykovo.Apogee-ALTA-U16M.SDSS.up	3542.86	1636.26	notfound	0.9
AKO.MASTER-Vostrykovo.Apogee-ALTA-U16M.SDSS.u	3579.22	1627.99	notfound	0.9
AKO.MASTER-Vostrykovo.Apogee-ALTA-U16M.SDSS.gp	4747.03	3812.91	notfound	-0.125
AKO.MASTER-Vostrykovo.Apogee-ALTA-U16M.SDSS.g	3794.76	1572.35	notfound	-0.125
AKO.MASTER-Vostrykovo.Apogee-ALTA-U16M.SDSS.rp	6208.2	3149.8	notfound	0.119
AKO.MASTER-Vostrykovo.Apogee-ALTA-U16M.SDSS.r	6290.02	3093.32	notfound	0.119
AKO.MASTER-Vostrykovo.Apogee-ALTA-U16M.SDSS.ip	7629.65	2579.1	notfound	0.332
AKO.MASTER-Vostrykovo.Apogee-ALTA-U16M.SDSS.i	7635.1	2646.91	notfound	0.332
AKO.MASTER-Vostrykovo.Apogee-ALTA-U16M.SDSS.zp	9345.61	2129.91	notfound	0.494
AKO.MASTER-Vostrykovo.Apogee-ALTA-U16M.SDSS.z	7956.03	2612.4	notfound	0.494
AKO.MASTER-Vostrykovo.Apogee-ALTA-U16M.None.J	12355.3	1584.51	notfound	0.866
AKO.MASTER-Vostrykovo.Apogee-ALTA-U16M.None.H	16311.9	1029.64	notfound	1.337
AKO.MASTER-Vostrykovo.Apogee-ALTA-U16M.None.K	21785.2	648.74	4.802	1.815
AKO.MASTER-Vostrykovo.Apogee-ALTA-U16M.None.Kp	21176	679.886	4.802	1.815
AKO.MASTER-Vostrykovo.Apogee-ALTA-U16M.None.Ks	21436.5	670.881	4.802	1.815
AKO.MASTER-Vostrykovo.Apogee-ALTA-U16M.None.Y	9965.42	2213.12	notfound	0.634
AKO.MASTER-Vostrykovo.Apogee-ALTA-U16M.None.Z	9081.06	2329.21	1.526	0.489
AKO.MASTER-Vostrykovo.Apogee-ALTA-U16M.None.w	3919.93	2391.57	notfound	0.8
AKO.MASTER-Vostrykovo.Apogee-ALTA-U16M.None.white	3919.93	2391.57	notfound	0.8
SSO.ANU(1m).E2V-CCD.Johnson.U	3630.98	1780.3	notfound	0.800527
SSO.ANU(1m).E2V-CCD.Johnson.B	4357.24	3897.71	notfound	-0.107512
SSO.ANU(1m).E2V-CCD.Johnson.V	5339.32	3562	notfound	0.006521
SSO.ANU(1m).E2V-CCD.Johnson.R	7606.15	2935.65	notfound	0.190278
SSO.ANU(1m).E2V-CCD.Johnson.I	8232.9	2347.46	notfound	0.431372
SSO.ANU(1m).E2V-CCD.Cousins.Rc	6406.41	3002.3	notfound	0.117
SSO.ANU(1m).E2V-CCD.Cousins.Ic	7590.5	2387.34	notfound	0.342
SSO.ANU(1m).E2V-CCD.SDSS.up	3542.86	1636.26	notfound	0.9
SSO.ANU(1m).E2V-CCD.SDSS.u	3579.22	1627.99	notfound	0.9
